operation;reqsize;cache;repetition;measurement;power_cpu;power_ram
randwrite;32;0;3;58;36.7;4.15
randwrite;32;0;3;59;35.6;4.11
randwrite;32;0;4;0;36.7;4.66
randwrite;32;0;4;1;37.1;4.58
randwrite;32;0;4;2;36.7;4.52
randwrite;32;0;4;3;37.8;4.57
randwrite;32;0;4;4;39.8;4.57
randwrite;32;0;4;5;37.8;4.57
randwrite;32;0;4;6;36.1;4.58
randwrite;32;0;4;7;36.2;4.57
randwrite;32;0;4;8;37.1;4.57
randwrite;32;0;4;9;36.6;4.57
randwrite;32;0;4;10;36.9;4.57
randwrite;32;0;4;11;36.5;4.55
randwrite;32;0;4;12;37.5;4.56
randwrite;32;0;4;13;37.3;4.55
randwrite;32;0;4;14;36.6;4.58
randwrite;32;0;4;15;39.0;4.61
randwrite;32;0;4;16;36.7;4.58
randwrite;32;0;4;17;36.0;4.57
randwrite;32;0;4;18;37.0;4.58
randwrite;32;0;4;19;37.0;4.56
randwrite;32;0;4;20;36.3;4.58
randwrite;32;0;4;21;37.0;4.57
randwrite;32;0;4;22;36.0;4.58
randwrite;32;0;4;23;36.2;4.57
randwrite;32;0;4;24;36.5;4.56
randwrite;32;0;4;25;36.4;4.56
randwrite;32;0;4;26;36.2;4.58
randwrite;32;0;4;27;38.3;4.55
randwrite;32;0;4;28;40.3;4.57
randwrite;32;0;4;29;41.6;4.56
randwrite;32;0;4;30;37.8;4.55
randwrite;32;0;4;31;36.3;4.55
randwrite;32;0;4;32;37.2;4.53
randwrite;32;0;4;33;36.1;4.56
randwrite;32;0;4;34;35.8;4.57
randwrite;32;0;4;35;37.5;4.57
randwrite;32;0;4;36;35.9;4.57
randwrite;32;0;4;37;36.1;4.55
randwrite;32;0;4;38;36.5;4.57
randwrite;32;0;4;39;38.3;4.57
randwrite;32;0;4;40;38.1;4.58
randwrite;32;0;4;41;35.8;4.56
randwrite;32;0;4;42;38.2;4.57
randwrite;32;0;4;43;38.9;4.56
randwrite;32;0;4;44;37.7;4.59
randwrite;32;0;4;45;36.4;4.57
randwrite;32;0;4;46;36.5;4.56
randwrite;32;0;4;47;37.7;4.54
randwrite;32;0;4;48;36.6;4.57
randwrite;32;0;4;49;36.3;4.56
randwrite;32;0;4;50;39.3;4.56
randwrite;32;0;4;51;39.3;4.57
randwrite;32;0;4;52;36.5;4.56
randwrite;32;0;4;53;37.1;4.59
randwrite;32;0;4;54;38.3;4.56
randwrite;32;0;4;55;38.5;4.54
randwrite;32;0;4;56;36.1;4.54
randwrite;32;0;4;57;37.4;4.57
randwrite;32;0;4;58;36.8;4.58
randwrite;32;0;4;59;37.0;4.55
read;32;0;1;0;35.5;4.51
read;32;0;1;1;34.5;4.2
read;32;0;1;2;34.2;4.17
read;32;0;1;3;34.8;4.16
read;32;0;1;4;34.6;4.12
read;32;0;1;5;34.3;4.2
read;32;0;1;6;34.1;4.19
read;32;0;1;7;34.6;4.17
read;32;0;1;8;34.4;4.13
read;32;0;1;9;34.3;4.11
read;32;0;1;10;34.3;4.08
read;32;0;1;11;34.3;4.1
read;32;0;1;12;35.3;4.12
read;32;0;1;13;36.8;4.15
read;32;0;1;14;36.1;4.09
read;32;0;1;15;34.3;4.15
read;32;0;1;16;34.7;4.11
read;32;0;1;17;34.5;4.12
read;32;0;1;18;34.8;4.15
read;32;0;1;19;34.3;4.18
read;32;0;1;20;34.2;4.17
read;32;0;1;21;34.6;4.12
read;32;0;1;22;35.0;4.14
read;32;0;1;23;34.6;4.19
read;32;0;1;24;34.4;4.12
read;32;0;1;25;34.5;4.01
read;32;0;1;26;35.4;4.1
read;32;0;1;27;34.8;4.16
read;32;0;1;28;34.1;4.16
read;32;0;1;29;34.4;4.15
read;32;0;1;30;34.0;4.08
read;32;0;1;31;34.1;4.13
read;32;0;1;32;34.5;4.19
read;32;0;1;33;34.4;4.26
read;32;0;1;34;34.3;4.17
read;32;0;1;35;34.8;4.17
read;32;0;1;36;34.0;4.32
read;32;0;1;37;34.2;4.28
read;32;0;1;38;34.3;4.19
read;32;0;1;39;34.2;4.15
read;32;0;1;40;34.3;4.16
read;32;0;1;41;33.9;4.17
read;32;0;1;42;34.0;4.19
read;32;0;1;43;35.1;4.19
read;32;0;1;44;34.2;4.2
read;32;0;1;45;34.3;4.19
read;32;0;1;46;34.3;4.33
read;32;0;1;47;34.1;4.28
read;32;0;1;48;35.3;4.24
read;32;0;2;0;35.3;4.48
read;32;0;2;1;35.0;4.23
read;32;0;2;2;34.6;4.06
read;32;0;2;3;34.7;4.17
read;32;0;2;4;35.1;4.26
read;32;0;2;5;34.7;4.14
read;32;0;2;6;34.1;4.13
read;32;0;2;7;35.2;4.14
read;32;0;2;8;35.4;4.16
read;32;0;2;9;34.8;4.11
read;32;0;2;10;34.5;4.16
read;32;0;2;11;34.1;4.19
read;32;0;2;12;33.9;4.21
read;32;0;2;13;34.1;4.14
read;32;0;2;14;35.6;4.07
read;32;0;2;15;34.7;4.04
read;32;0;2;16;34.1;4.16
read;32;0;2;17;34.2;4.14
read;32;0;2;18;34.1;4.19
read;32;0;2;19;34.8;4.2
read;32;0;2;20;34.1;4.21
read;32;0;2;21;34.6;4.27
read;32;0;2;22;34.4;4.18
read;32;0;2;23;35.6;4.19
read;32;0;2;24;33.9;4.16
read;32;0;2;25;34.1;4.07
read;32;0;2;26;34.0;4.17
read;32;0;2;27;34.1;4.17
read;32;0;2;28;34.3;4.13
read;32;0;2;29;34.7;4.22
read;32;0;2;30;34.6;4.11
read;32;0;2;31;34.1;4.16
read;32;0;2;32;36.0;4.11
read;32;0;2;33;34.4;4.15
read;32;0;2;34;34.5;4.13
read;32;0;2;35;34.0;4.06
read;32;0;2;36;34.1;4.0
read;32;0;2;37;34.5;4.03
read;32;0;2;38;33.8;4.07
read;32;0;2;39;35.2;4.04
read;32;0;2;40;34.2;4.08
read;32;0;2;41;34.6;4.08
read;32;0;2;42;36.1;4.07
read;32;0;2;43;36.7;4.11
read;32;0;2;44;34.4;3.99
read;32;0;2;45;34.3;4.02
read;32;0;2;46;34.0;4.03
read;32;0;2;47;33.9;4.12
read;32;0;2;48;34.1;3.99
read;32;0;3;0;36.5;4.68
read;32;0;3;1;38.8;4.57
read;32;0;3;2;36.8;4.56
read;32;0;3;3;36.9;4.58
read;32;0;3;4;36.0;4.57
read;32;0;3;5;35.9;4.57
read;32;0;3;6;36.0;4.55
read;32;0;3;7;36.4;4.56
read;32;0;3;8;36.5;4.57
read;32;0;3;9;37.3;4.58
read;32;0;3;10;35.9;4.55
read;32;0;3;11;37.7;4.56
read;32;0;3;12;36.8;4.58
read;32;0;3;13;35.7;4.56
read;32;0;3;14;38.1;4.57
read;32;0;3;15;38.1;4.56
read;32;0;3;16;36.6;4.57
read;32;0;3;17;38.7;4.58
read;32;0;3;18;36.8;4.56
read;32;0;3;19;39.6;4.56
read;32;0;3;20;39.5;4.57
read;32;0;3;21;40.8;4.54
read;32;0;3;22;35.7;4.58
read;32;0;3;23;35.7;4.57
read;32;0;3;24;35.6;4.56
read;32;0;3;25;35.7;4.57
read;32;0;3;26;35.3;4.56
read;32;0;3;27;35.0;4.57
read;32;0;3;28;37.8;4.55
read;32;0;3;29;36.6;4.57
read;32;0;3;30;35.2;4.57
read;32;0;3;31;36.4;4.55
read;32;0;3;32;36.8;4.56
read;32;0;3;33;36.1;4.57
read;32;0;3;34;37.0;4.54
read;32;0;3;35;37.5;4.59
read;32;0;3;36;36.3;4.54
read;32;0;3;37;37.4;4.57
read;32;0;3;38;36.9;4.57
read;32;0;3;39;36.7;4.57
read;32;0;3;40;36.1;4.57
read;32;0;3;41;37.3;4.56
read;32;0;3;42;37.4;4.58
read;32;0;3;43;39.4;4.56
read;32;0;3;44;40.1;4.6
read;32;0;3;45;38.6;4.57
read;32;0;3;46;37.3;4.54
read;32;0;3;47;35.6;4.55
read;32;0;3;48;36.1;4.56
read;32;0;3;49;35.3;4.57
read;32;0;3;50;36.5;4.57
read;32;0;3;51;37.7;4.57
read;32;0;4;0;36.4;4.71
read;32;0;4;1;36.2;4.56
read;32;0;4;2;38.2;4.54
read;32;0;4;3;39.5;4.56
read;32;0;4;4;40.7;4.54
read;32;0;4;5;37.0;4.56
read;32;0;4;6;35.6;4.56
read;32;0;4;7;35.6;4.57
read;32;0;4;8;35.8;4.56
read;32;0;4;9;35.5;4.56
read;32;0;4;10;38.0;4.57
read;32;0;4;11;36.1;4.56
read;32;0;4;12;38.5;4.57
read;32;0;4;13;38.0;4.56
read;32;0;4;14;36.6;4.56
read;32;0;4;15;39.1;4.56
read;32;0;4;16;39.9;4.54
read;32;0;4;17;37.3;4.55
read;32;0;4;18;35.8;4.55
read;32;0;4;19;35.5;4.58
read;32;0;4;20;35.2;4.55
read;32;0;4;21;36.5;4.58
read;32;0;4;22;37.2;4.55
read;32;0;4;23;36.5;4.57
read;32;0;4;24;37.4;4.58
read;32;0;4;25;40.0;4.56
read;32;0;4;26;41.0;4.56
read;32;0;4;27;40.3;4.57
read;32;0;4;28;38.7;4.55
read;32;0;4;29;40.7;4.56
read;32;0;4;30;36.2;4.56
read;32;0;4;31;36.6;4.56
read;32;0;4;32;35.9;4.56
read;32;0;4;33;37.7;4.57
read;32;0;4;34;36.6;4.56
read;32;0;4;35;36.7;4.57
read;32;0;4;36;36.4;4.57
read;32;0;4;37;35.8;4.54
read;32;0;4;38;36.0;4.57
read;32;0;4;39;37.2;4.56
read;32;0;4;40;35.7;4.58
read;32;0;4;41;35.7;4.58
read;32;0;4;42;37.3;4.56
read;32;0;4;43;36.3;4.57
read;32;0;4;44;38.0;4.56
read;32;0;4;45;36.8;4.58
read;32;0;4;46;35.5;4.58
read;32;0;4;47;35.8;4.57
read;32;0;4;48;36.3;4.57
read;32;0;4;49;35.8;4.56
read;32;0;4;50;37.0;4.58
read;32;0;4;51;37.0;4.57
write;32;1;1;0;37.1;5.18
write;32;1;1;1;38.6;5.63
write;32;1;1;2;40.8;6.43
write;32;1;1;3;41.0;6.49
write;32;1;1;4;41.5;6.68
write;32;1;1;5;38.7;5.98
write;32;1;1;6;41.2;6.37
write;32;1;1;7;41.2;5.97
write;32;1;1;8;41.6;5.96
write;32;1;1;9;38.1;5.39
write;32;1;1;10;36.8;5.05
write;32;1;1;11;36.8;5.08
write;32;1;1;12;37.1;5.04
write;32;1;1;13;36.9;5.05
write;32;1;1;14;37.0;5.02
write;32;1;1;15;36.4;5.0
write;32;1;1;16;35.4;4.87
write;32;1;1;17;35.6;4.83
write;32;1;1;18;35.7;4.83
write;32;1;1;19;35.6;4.85
write;32;1;1;20;35.4;4.83
write;32;1;1;21;37.1;4.93
write;32;1;1;22;37.1;4.94
write;32;1;1;23;35.5;4.86
write;32;1;1;24;35.6;4.83
write;32;1;1;25;36.4;4.9
write;32;1;1;26;36.2;4.9
write;32;1;1;27;35.8;4.87
write;32;1;1;28;35.8;4.85
write;32;1;1;29;35.6;4.86
write;32;1;1;30;35.6;4.85
write;32;1;1;31;35.6;4.86
write;32;1;1;32;35.7;4.84
write;32;1;2;0;37.7;5.18
write;32;1;2;1;40.8;6.01
write;32;1;2;2;43.0;6.5
write;32;1;2;3;43.0;6.54
write;32;1;2;4;43.6;6.59
write;32;1;2;5;41.2;6.5
write;32;1;2;6;40.0;6.3
write;32;1;2;7;41.9;6.59
write;32;1;2;8;40.5;6.28
write;32;1;2;9;37.9;5.76
write;32;1;2;10;36.7;5.75
write;32;1;2;11;36.9;5.77
write;32;1;2;12;37.6;5.76
write;32;1;2;13;37.1;5.75
write;32;1;2;14;37.4;5.76
write;32;1;2;15;35.1;5.23
write;32;1;2;16;35.1;4.78
write;32;1;2;17;34.9;4.81
write;32;1;2;18;35.2;4.84
write;32;1;2;19;35.2;4.82
write;32;1;2;20;35.1;4.87
write;32;1;2;21;34.9;4.78
write;32;1;2;22;35.3;4.83
write;32;1;2;23;35.1;4.79
write;32;1;2;24;35.3;4.82
write;32;1;2;25;34.9;4.8
write;32;1;2;26;35.3;4.76
write;32;1;2;27;35.2;4.74
write;32;1;2;28;35.2;4.79
write;32;1;2;29;35.2;4.8
write;32;1;2;30;35.1;4.8
write;32;1;2;31;35.2;4.83
write;32;1;2;32;35.2;4.79
write;32;1;3;0;36.8;4.78
write;32;1;3;1;37.8;5.09
write;32;1;3;2;39.9;5.78
write;32;1;3;3;40.2;5.83
write;32;1;3;4;40.8;6.41
write;32;1;3;5;40.9;6.41
write;32;1;3;6;40.9;6.5
write;32;1;3;7;40.8;6.28
write;32;1;3;8;41.4;6.59
write;32;1;3;9;36.4;5.6
write;32;1;3;10;40.2;6.32
write;32;1;3;11;41.3;6.49
write;32;1;3;12;38.3;5.91
write;32;1;3;13;37.3;5.73
write;32;1;3;14;35.8;5.74
write;32;1;3;15;35.6;5.63
write;32;1;3;16;35.5;5.64
write;32;1;3;17;35.7;5.67
write;32;1;3;18;35.8;5.64
write;32;1;3;19;33.7;4.8
write;32;1;3;20;34.2;4.77
write;32;1;3;21;34.0;4.73
write;32;1;3;22;34.2;4.67
write;32;1;3;23;34.1;4.68
write;32;1;3;24;33.7;4.65
write;32;1;3;25;34.1;4.68
write;32;1;3;26;34.3;4.72
write;32;1;3;27;34.2;4.7
write;32;1;3;28;34.1;4.69
write;32;1;3;29;34.0;4.7
write;32;1;3;30;34.2;4.73
write;32;1;3;31;34.0;4.67
write;32;1;3;32;34.0;4.71
write;32;1;3;33;34.0;4.67
write;32;1;3;34;33.9;4.7
write;32;1;3;35;33.9;4.72
write;32;1;3;36;34.0;4.74
write;32;1;4;0;37.7;5.09
write;32;1;4;1;41.2;5.96
write;32;1;4;2;42.9;6.41
write;32;1;4;3;44.1;6.52
write;32;1;4;4;44.0;6.66
write;32;1;4;5;40.5;6.18
write;32;1;4;6;43.6;6.59
write;32;1;4;7;43.7;6.58
write;32;1;4;8;38.5;5.85
write;32;1;4;9;36.7;5.64
write;32;1;4;10;36.2;5.58
write;32;1;4;11;36.9;5.07
write;32;1;4;12;34.9;4.82
write;32;1;4;13;35.4;5.04
write;32;1;4;14;35.9;5.55
write;32;1;4;15;35.6;5.54
write;32;1;4;16;36.3;5.31
write;32;1;4;17;34.9;4.77
write;32;1;4;18;34.7;4.74
write;32;1;4;19;34.6;4.76
write;32;1;4;20;34.8;4.75
write;32;1;4;21;34.7;4.78
write;32;1;4;22;34.9;4.85
write;32;1;4;23;34.8;4.79
write;32;1;4;24;36.3;5.55
write;32;1;4;25;36.3;5.65
write;32;1;4;26;35.7;5.52
write;32;1;4;27;34.6;4.69
write;32;1;4;28;35.0;4.76
write;32;1;4;29;34.6;4.76
write;32;1;4;30;34.9;4.77
write;32;1;4;31;34.3;4.72
write;32;1;4;32;34.8;4.74
write;32;1;4;33;34.8;4.75
write;32;0;1;0;36.5;4.65
write;32;0;1;1;36.0;4.57
write;32;0;1;2;36.9;4.54
write;32;0;1;3;37.6;4.56
write;32;0;1;4;38.7;4.57
write;32;0;1;5;40.3;4.55
write;32;0;1;6;40.4;4.57
write;32;0;1;7;36.9;4.56
write;32;0;1;8;40.4;4.54
write;32;0;1;9;40.6;4.56
write;32;0;1;10;38.8;4.56
write;32;0;1;11;37.8;4.59
write;32;0;1;12;38.1;4.56
write;32;0;1;13;38.3;4.56
write;32;0;1;14;36.7;4.55
write;32;0;1;15;37.8;4.55
write;32;0;1;16;36.3;4.58
write;32;0;1;17;36.1;4.56
write;32;0;1;18;36.2;4.57
write;32;0;1;19;37.5;4.57
write;32;0;1;20;38.7;4.56
write;32;0;1;21;37.2;4.58
write;32;0;1;22;39.1;4.55
write;32;0;1;23;36.0;4.56
write;32;0;1;24;36.6;4.58
write;32;0;1;25;37.0;4.56
write;32;0;1;26;38.2;4.56
write;32;0;1;27;38.1;4.57
write;32;0;1;28;37.7;4.57
write;32;0;1;29;37.5;4.56
write;32;0;1;30;38.2;4.56
write;32;0;1;31;40.7;4.58
write;32;0;1;32;40.5;4.55
write;32;0;1;33;39.5;4.59
write;32;0;1;34;41.1;4.56
write;32;0;1;35;39.0;4.55
write;32;0;1;36;36.4;4.58
write;32;0;1;37;36.2;4.57
write;32;0;1;38;39.0;4.55
write;32;0;1;39;36.9;4.58
write;32;0;1;40;37.2;4.57
write;32;0;1;41;37.4;4.56
write;32;0;1;42;36.9;4.57
write;32;0;1;43;35.4;4.57
write;32;0;1;44;39.1;4.58
write;32;0;1;45;39.7;4.56
write;32;0;1;46;36.6;4.57
write;32;0;1;47;38.5;4.58
write;32;0;1;48;38.7;4.54
write;32;0;1;49;36.3;4.57
write;32;0;1;50;36.1;4.55
write;32;0;1;51;36.5;4.57
write;32;0;1;52;36.1;4.52
write;32;0;1;53;36.3;4.56
write;32;0;1;54;37.2;4.58
write;32;0;1;55;35.7;4.55
write;32;0;1;56;36.2;4.55
write;32;0;1;57;39.1;4.54
write;32;0;1;58;36.6;4.56
write;32;0;1;59;36.0;4.54
write;32;0;2;0;36.9;4.63
write;32;0;2;1;38.1;4.58
write;32;0;2;2;36.5;4.56
write;32;0;2;3;37.0;4.54
write;32;0;2;4;35.8;4.56
write;32;0;2;5;35.8;4.58
write;32;0;2;6;37.6;4.57
write;32;0;2;7;39.2;4.56
write;32;0;2;8;36.8;4.57
write;32;0;2;9;37.0;4.56
write;32;0;2;10;36.2;4.56
write;32;0;2;11;37.3;4.57
write;32;0;2;12;36.2;4.56
write;32;0;2;13;36.4;4.58
write;32;0;2;14;36.1;4.55
write;32;0;2;15;37.3;4.57
write;32;0;2;16;41.2;4.57
write;32;0;2;17;36.4;4.57
write;32;0;2;18;40.0;4.55
write;32;0;2;19;39.6;4.56
write;32;0;2;20;39.3;4.57
write;32;0;2;21;39.2;4.56
write;32;0;2;22;39.6;4.54
write;32;0;2;23;40.8;4.56
write;32;0;2;24;37.7;4.56
write;32;0;2;25;35.7;4.56
write;32;0;2;26;37.9;4.56
write;32;0;2;27;35.8;4.56
write;32;0;2;28;37.4;4.57
write;32;0;2;29;36.9;4.55
write;32;0;2;30;37.4;4.57
write;32;0;2;31;37.3;4.57
write;32;0;2;32;37.6;4.56
write;32;0;2;33;36.3;4.55
write;32;0;2;34;37.2;4.56
write;32;0;2;35;36.6;4.56
write;32;0;2;36;35.9;4.57
write;32;0;2;37;38.1;4.55
write;32;0;2;38;37.9;4.55
write;32;0;2;39;37.1;4.55
write;32;0;2;40;36.5;4.56
write;32;0;2;41;39.5;4.52
write;32;0;2;42;38.2;4.56
write;32;0;2;43;38.5;4.56
write;32;0;2;44;37.0;4.57
write;32;0;2;45;37.2;4.57
write;32;0;2;46;37.1;4.56
write;32;0;2;47;37.1;4.55
write;32;0;2;48;37.6;4.57
write;32;0;2;49;36.5;4.55
write;32;0;2;50;36.1;4.57
write;32;0;2;51;38.2;4.57
write;32;0;2;52;36.1;4.57
write;32;0;2;53;35.9;4.56
write;32;0;2;54;37.4;4.54
write;32;0;2;55;36.0;4.59
write;32;0;2;56;37.4;4.57
write;32;0;2;57;37.8;4.55
write;32;0;2;58;37.8;4.58
write;32;0;2;59;36.3;4.56
write;32;0;3;0;36.5;4.74
write;32;0;3;1;37.5;4.92
write;32;0;3;2;39.9;5.81
write;32;0;3;3;40.2;5.8
write;32;0;3;4;39.1;5.13
write;32;0;3;5;38.2;4.36
write;32;0;3;6;35.9;4.22
write;32;0;3;7;35.8;4.24
write;32;0;3;8;36.5;4.13
write;32;0;3;9;37.9;4.15
write;32;0;3;10;36.5;4.18
write;32;0;3;11;35.8;4.16
write;32;0;3;12;36.0;4.13
write;32;0;3;13;36.8;4.11
write;32;0;3;14;36.7;4.14
write;32;0;3;15;37.1;4.16
write;32;0;3;16;36.4;4.16
write;32;0;3;17;35.4;4.12
write;32;0;3;18;36.8;4.15
write;32;0;3;19;36.0;4.08
write;32;0;3;20;35.1;4.13
write;32;0;3;21;35.5;4.16
write;32;0;3;22;36.8;4.09
write;32;0;3;23;37.2;4.01
write;32;0;3;24;35.4;4.2
write;32;0;3;25;37.0;4.22
write;32;0;3;26;35.5;4.18
write;32;0;3;27;35.1;4.19
write;32;0;3;28;34.9;4.22
write;32;0;3;29;35.4;4.26
write;32;0;3;30;35.8;4.13
write;32;0;3;31;36.7;4.18
write;32;0;3;32;36.7;4.14
write;32;0;3;33;36.5;4.15
write;32;0;3;34;36.6;4.15
write;32;0;3;35;36.7;4.13
write;32;0;3;36;37.6;4.19
write;32;0;3;37;35.7;4.16
write;32;0;3;38;35.4;4.12
write;32;0;3;39;34.9;4.12
write;32;0;3;40;35.9;4.19
write;32;0;3;41;35.3;4.27
write;32;0;3;42;36.1;4.17
write;32;0;3;43;36.0;4.17
write;32;0;3;44;35.4;4.23
write;32;0;3;45;35.3;4.13
write;32;0;3;46;36.5;4.09
write;32;0;3;47;35.4;4.14
write;32;0;3;48;37.9;4.13
write;32;0;3;49;35.8;4.18
write;32;0;3;50;36.1;4.18
write;32;0;3;51;35.8;4.31
write;32;0;3;52;35.6;4.15
write;32;0;3;53;36.2;4.22
write;32;0;3;54;35.4;4.26
write;32;0;3;55;36.6;4.28
write;32;0;3;56;35.4;4.35
write;32;0;3;57;35.9;4.29
write;32;0;3;58;36.0;4.31
write;32;0;3;59;35.4;4.28
write;32;0;4;0;36.9;4.69
write;32;0;4;1;38.0;5.11
write;32;0;4;2;39.9;5.75
write;32;0;4;3;40.1;5.76
write;32;0;4;4;37.0;4.65
write;32;0;4;5;35.3;4.12
write;32;0;4;6;36.6;4.2
write;32;0;4;7;36.5;4.19
write;32;0;4;8;35.2;4.2
write;32;0;4;9;37.5;4.11
write;32;0;4;10;36.3;4.11
write;32;0;4;11;35.1;4.07
write;32;0;4;12;35.3;4.12
write;32;0;4;13;36.2;4.07
write;32;0;4;14;36.7;4.09
write;32;0;4;15;36.5;4.08
write;32;0;4;16;35.7;4.13
write;32;0;4;17;36.8;4.21
write;32;0;4;18;35.1;4.17
write;32;0;4;19;36.9;4.12
write;32;0;4;20;36.1;4.15
write;32;0;4;21;36.3;4.18
write;32;0;4;22;35.9;4.19
write;32;0;4;23;35.5;4.29
write;32;0;4;24;35.4;4.29
write;32;0;4;25;35.9;4.24
write;32;0;4;26;36.1;4.24
write;32;0;4;27;36.1;4.3
write;32;0;4;28;35.5;4.21
write;32;0;4;29;36.4;4.28
write;32;0;4;30;36.9;4.19
write;32;0;4;31;36.9;4.19
write;32;0;4;32;36.0;4.15
write;32;0;4;33;35.8;4.17
write;32;0;4;34;38.5;4.17
write;32;0;4;35;36.0;4.21
write;32;0;4;36;36.2;4.28
write;32;0;4;37;36.4;4.25
write;32;0;4;38;36.3;4.15
write;32;0;4;39;35.8;4.15
write;32;0;4;40;37.4;4.2
write;32;0;4;41;36.6;4.12
write;32;0;4;42;35.6;4.32
write;32;0;4;43;36.1;4.26
write;32;0;4;44;37.3;4.26
write;32;0;4;45;37.9;4.19
write;32;0;4;46;36.7;4.11
write;32;0;4;47;38.0;4.19
write;32;0;4;48;37.9;4.21
write;32;0;4;49;35.7;4.13
write;32;0;4;50;36.0;4.15
write;32;0;4;51;36.5;4.22
write;32;0;4;52;35.8;4.12
write;32;0;4;53;36.0;4.16
write;32;0;4;54;35.7;4.13
write;32;0;4;55;35.7;4.17
write;32;0;4;56;37.1;4.1
write;32;0;4;57;37.1;4.1
write;32;0;4;58;36.6;4.18
write;32;0;4;59;35.9;4.17
